,id,title,overview,release_date,popularity
690,10127,Critters 2,"Three bounty hunters from space fly back to the town of Grovers Bend, hoping to save local residents from a new batch of Critter eggs.",1988-04-29,5.44
691,2246,Malice,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",1993-09-29,8.603
692,291276,Unlocked,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",2017-04-27,11.076
693,126277,American Mary,A young medical student struggling to pay tuition is drawn into the shady world of underground body-modification.,2013-01-11,8.921
694,259695,Live by Night,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.",2016-12-25,11.804
695,27578,The Expendables,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",2010-08-03,33.076
696,842942,Bandit,"After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the true story of The Flying Bandit.",2022-09-23,13.631
697,502682,Book Club,Four lifelong friends decide that their lives could change by becoming nasty and reading Fifty Shades of Grey in their monthly book club to get inspiration on how to handle sexual pleasure at an elderly age.,2018-05-18,14.792
698,2284,Mr. Magorium's Wonder Emporium,"Molly Mahoney is the awkward and insecure manager of Mr. Magorium's Wonder Emporium—the strangest, most fantastic and most wonderful toy store in the world. After Mr. Magorium bequeaths the store to her, a dark and ominous change begins to take over the once-remarkable Emporium.",2007-11-14,7.628
699,14208,The Librarian: Return to King Solomon's Mines,"After retrieving the Crystal Skull in Utah, Flynn Carsen receives a map in the mail with the secret location of King Solomon's Mines. When the scroll is stolen, Judson explains the power of the Key of Solomon's book and assigns Flynn to retrieve the map. The map is useless without the legend piece to decipher it, which is located in Volubilis near the Roman ruins in Morocco. Flynn heads to Casablanca to the ruins where he is chased by a group of mercenaries leaded by General Samir. They too want to find the location of King Solomon's mines. Flynn teams-up with Professor Emily Davenport working in the dig and they escape from General Samir and his men. While traveling to Gedi, they save the local Jomo from death and the trio faces a dangerous journey through the wild Africa.",2006-09-09,8.716
700,970450,Werewolves,"A year after a supermoon’s light activated a dormant gene, transforming humans into bloodthirsty werewolves and causing nearly a billion deaths, the nightmare resurfaces as the supermoon rises again. Two scientists attempt to stop the mutation but fail and must now struggle to reach one of their family homes.",2024-12-04,167.399
701,644092,Finding ʻOhana,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.",2021-01-29,12.299
702,9604,Red Heat,A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.,1988-06-17,16.344
703,503736,Army of the Dead,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021-05-14,17.131
704,9991,Mean Machine,"Disgraced ex-England football captain, Danny 'Mean Machine' Meehan, is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. When these prisoners have the chance to put one over the evil guards during a prison football match, Danny takes the lead.",2001-12-26,6.868
705,9872,Explorers,"Middle schooler Ben spends his free time watching sci-fi films, playing video games and reading comic books. Surprisingly, his affinity for all things fantastical yields a real result – when he has a vivid dream about technology, his prodigy best friend Wolfgang manages to create a working spacecraft. Joined by their buddy Darren, the boys take off into outer space and encounter some very odd extraterrestrial life.",1985-07-12,5.802
706,37834,Knight and Day,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",2010-06-15,14.402
707,33217,Diary of a Wimpy Kid,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",2010-03-19,17.293
708,52505,The Other Woman,"Emilia, a law-school graduate, falls in love with her married boss, Jack. After Emilia marries Jack, her happiness turns unexpectedly to grief following the death of her infant daughter. Devastated, Emilia nonetheless carries on, attempting to forge a connection with her stepson William and to resist the interference of Jack's jealous ex-wife.",2010-10-28,5.954
709,14008,Cadet Kelly,Hyperactive teenager Kelly is enrolled into a military school when her new stepfather becomes the Commandant. At first she has problems fitting in and taking orders until she tries out for the drill team.,2002-03-07,6.767
710,159117,V/H/S/2,"Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil.",2013-06-06,12.237
711,9986,Charlotte's Web,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",2006-12-07,26.746
712,17182,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",1996-01-12,10.496
713,11591,The Man with Two Brains,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.",1983-06-10,5.195
714,860623,Last Man Down,"After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.",2021-03-30,22.339
715,859235,Coup de Chance,"Fanny and Jean have everything of an ideal couple: fulfilled in their professional life, they live in a magnificent apartment in the beautiful districts of Paris and seem to be in love as on the first day. But when Fanny crosses, by chance, Alain, a former high school friend, she is immediately capsized. They see each other again very quickly and get closer and closer.",2023-09-15,5.379
716,56909,The Immature,"Six high school friends in their 40s who haven't seen each other in nearly 20 years rekindle their younger selves after a court cancels their diploma, forcing them to repeat the final high school exam.",2011-01-21,4.452
717,17494,Unlawful Entry,"After a break-in at their house, a couple gets help from one of the cops who answered their call. He helps them install a security system, begins dropping by on short notice and unofficial patrol angling to pry into the couple's problems with the wife. The husband begins wondering if they're getting too much help.",1992-06-26,8.073
718,50619,The Twilight Saga: Breaking Dawn - Part 1,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,2011-11-16,36.033
719,10033,Just Friends,"While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with – a woman whose rejection of him turned him into a ferocious womanizer.",2005-11-23,9.208
720,814889,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",2024-09-18,27.938
721,11683,Land of the Dead,"The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",2005-06-18,13.909
722,395990,Death Wish,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,2018-03-02,10.669
723,69668,Dream House,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",2011-09-29,6.739
724,54004,Passport to Paris,"Sent to Paris to visit their grandfather, the twins fall in love with France, not to mention two French boys.",1999-11-09,7.379
725,9573,Blood Work,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",2002-08-09,15.575
726,81390,A Lonely Place to Die,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,2011-04-09,8.315
727,8978,Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",2005-01-19,7.001
728,10632,The Hunted,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallam. A former Special Operations instructor is approached and asked to apprehend Hallam—his former student—who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.",2003-03-11,7.688
729,8916,Antz,"A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",1998-10-02,14.482
730,12593,Fritz the Cat,"A swinging, hypocritical college student cat raises hell in a satirical vision of the 1960s.",1972-04-12,9.684
731,1688,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",1972-06-29,25.825
732,98567,Chinese Zodiac,"Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",2012-12-20,7.976
733,10070,Feast,"When a motley crew of strangers find themselves trapped in an isolated tavern, they must band together in a battle for survival against a family of flesh-hungry creatures.",2005-10-14,6.7
734,306943,The Outcasts,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",2017-04-14,4.077
735,77951,Walking with Dinosaurs,"In a time when dinosaurs rule the Earth, the smallest dinosaur of the herd, a playful Pachyrhinosaurus named Patchi, embarks on the biggest adventure of his life. As he tries to find his place in a spectacular world filled with fun-loving friends and a few dangerous foes, Patchi will discover the courage he needs to become the leader of the herd and a hero for the ages.",2013-12-18,13.847
736,11351,Jeepers Creepers 2,"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive.",2003-08-08,33.892
737,31578,Body Bags,A woman working the late shift at a gas station while a killer is on the loose; a man who can't stand the thought of losing his hair; a baseball player that submits to an eye transplant. An anthology of terror.,1993-08-08,5.816
738,10929,Willard,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",2003-03-14,7.171
739,341006,The Belko Experiment,A group of eighty American workers are locked in their office and ordered by an unknown voice to participate in a twisted game.,2016-03-17,7.719
740,10345,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",1989-04-28,5.774
741,1809,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",2002-10-11,6.119
742,532671,The Prodigy,A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.,2019-02-06,8.414
743,157820,Mood Indigo,A woman suffers from an unusual illness caused by a flower growing in her lungs.,2013-01-10,5.787
744,335796,Ouija: Origin of Evil,"In 1967 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",2016-10-20,8.35
745,218784,Freaks of Nature,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",2015-10-30,6.611
746,274855,Geostorm,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",2017-10-12,50.794
747,19959,Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",2009-09-24,13.91
748,244264,Laggies,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",2014-09-25,7.594
749,14362,Out for Justice,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,1991-04-12,13.854
750,27022,The Sorcerer's Apprentice,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",2010-07-13,19.093
751,13186,Wrong Turn 2: Dead End,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,2007-08-25,23.653
752,41664,Fantozzi Retires,"After thirty years in the big corporation, Ugo Fantozzi retires. Suddenly, he needs things to do in everyday life and he tries a number of activities: helping Pina shopping; babysitting grand-daughter Uga; a trip to Venice; learning golf. He then fakes documents to get a new job, but in the end he becomes a hypochondriac and doesn't even take a long-awaited chance with Miss Silvani.",1988-12-22,5.394
753,14013,BASEketball,"Two losers from Milwaukee, Coop and Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Theirs is the only team standing in the way of major rule changes that the owner of a rival team wants to institute.",1998-07-28,12.648
754,471014,Wheelman,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,2017-10-20,9.757
755,442062,Goosebumps 2: Haunted Halloween,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!",2018-10-11,19.906
756,152748,Ain't Them Bodies Saints,"Bob Muldoon and Ruth Guthrie, an impassioned young outlaw couple on an extended crime spree, are finally apprehended by lawmen after a shootout in the Texas hills. Although Ruth wounds a local officer, Bob takes the blame. But four years later, Bob escapes from prison and sets out to find Ruth and their daughter, born during his incarceration.",2013-07-03,4.533
757,59108,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",2011-11-02,9.975
758,262504,Allegiant,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,2016-03-09,15.85
759,111190,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",2013-04-03,14.807
760,10003,The Saint,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",1997-04-03,21.817
761,340102,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",2020-04-02,29.3
762,14817,Good Burger,Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.,1997-07-25,10.874
763,14636,The Condemned,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",2007-04-27,14.134
764,38073,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",2010-08-27,12.629
765,13937,Raising Cain,"Child psychologist Carter Nix is a loving and caring family man, but under this appearance lies a dark and troubled past. Grappling with the consequences of this past on his own psyche and the influence of his returning father and violent brother Cain, Carter becomes involved in a series of murders and kidnappings. Meanwhile, his wife Jenny rekindles an old love affair, placing herself in the crosshairs of her increasingly unstable husband.",1992-08-07,7.944
766,20106,Mais qui a tué Pamela Rose ?,"FBI Agents Bullit and Riper investigate the murder of a young dancer called Pamela Rose, found dead in her motel room in Bornsville, a small american town. Despite their differences, they must team up: the local police is hostile and they can only count on themselves to solve the crime. They meet Ginger, Pamela's best friend, and discover soon enough she knows more than she says.",2003-06-04,6.341
767,9546,Ricochet,An attorney is terrorized by the criminal he put away years ago when he was a cop.,1991-10-04,11.916
768,11932,Bride of Chucky,"Chucky is reborn when his old flame, Tiffany, rescues his battered doll parts from a police impound.",1998-10-15,15.265
769,141052,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",2017-11-15,34.48
770,10157,Police Academy 2: Their First Assignment,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",1985-03-28,11.699
771,10128,Alien Nation,"A few years from now, Earth will have the first contact with an alien civilization. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",1988-10-07,6.671
772,9298,Ali G Indahouse,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever.",2002-03-21,6.558
773,1008392,The Blackening,"Seven black friends go away for the weekend, only to find themselves trapped in a cabin with a killer who has a vendetta. They must pit their street smarts and knowledge of horror movies against the murderer to stay alive.",2023-06-15,5.974
774,10093,The Return,"Joanna Mills has a successful career but feels her personal life is spinning out of control. She has few friends, an estranged father, and a crazy ex-boyfriend who is stalking her. Joanna begins having terrifying visions of a woman's murder, and it seems that she is the killer's next target. Determined to solve the mystery and escape her apparent fate, Joanna follows her visions to the victim's hometown and finds that some secrets just do not stay buried.",2006-11-10,8.524
775,35791,Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2010-09-09,1.723
776,522016,The 355,"A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",2022-01-05,12.245
777,216282,Into the Storm,"As a new day begins in the town of Silverton, its residents have little reason to believe it will be anything other than ordinary. Mother Nature, however has other plans. In the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages Silverton. Storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.",2014-08-06,13.959
778,41505,6 Souls,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,2010-03-27,6.367
779,36670,Never Say Never Again,"James Bond returns as the secret agent 007 to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge.",1983-10-07,10.636
780,254194,Starry Eyes,A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.,2014-07-29,8.25
781,205588,Our Kind of Traitor,"A young Oxford academic and his attorney girlfriend holiday in Morocco. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",2016-05-05,7.762
782,519106,The Trouble with You,"Detective Yvonne is the widow of police chief Santi, a local hero in a town on the French Riviera. When she learns he was in fact a crooked cop, she tries to right his wrongs. Crossing paths with Antoine, a victim of Santi, sets off a series of wild events.",2018-10-06,4.822
783,328595,Parallels,An underground MMA fighter must confront his sister and his past in an adventure through parallel universes,2015-03-01,3.803
784,437670,Suck Me Shakespeer 3,A bank robber becomes a teacher after being released from prison and finds himself at the center of a number of crazy adventures.,2017-10-26,7.097
785,109491,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",2013-02-13,8.665
786,253235,And So It Goes,"Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",2014-07-10,6.514
787,11419,Vegas Vacation,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",1997-02-13,6.212
788,64689,Killing Them Softly,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",2012-07-30,9.767
789,479,Shaft,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",2000-06-15,15.732
790,1901,In Good Company,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.",2004-12-29,5.419
791,1642,The Net,"Angela Bennett is a freelance computer systems analyst who tracks down software viruses. At night she hooks up to the internet and chats to others 'surfing the net'. While de-bugging a new high-tech game for a cyber friend, she comes across a top secret program and becomes the target of a mysterious organization who will stop at nothing to erase her identity and her existence, in order to protect the project.",1995-07-28,8.774
792,37958,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",2011-11-10,17.755
793,918,Blind Date,"When bachelor Walter Davis is set up with his sister-in-law's pretty cousin, Nadia Gates, a seemingly average blind date turns into a chaotic night on the town. Walter's brother, Ted, tells him not to let Nadia drink alcohol, but he dismisses the warning and her behaviour gets increasingly wild. Walter and Nadia's numerous incidents are made even worse as her former lover David relentlessly follows them around town.",1987-03-27,9.945
794,2539,Spanglish,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",2004-12-17,7.41
795,595148,Irresistible,"A Democratic political consultant helps a retired Marine colonel run for mayor in a small, conservative Wisconsin town.",2020-07-01,7.139
796,284536,The Gambler,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",2014-12-25,19.351
797,228968,Kidnapping Mr. Heineken,"The true story of the kidnapping of Freddy Heineken, the grandson of the founder of the Heineken brewery, and his driver. They were released after a ransom of 35 million Dutch guilders was paid.",2015-03-12,15.478
798,579,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,1978-06-16,17.999
799,800345,Carter,"Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close.",2022-08-05,22.769
800,497814,Breaking In,"Shaun Russell takes her son and daughter on a weekend getaway to her late father's secluded, high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape, Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children.",2018-05-05,8.444
801,483202,Eli,"A boy named Eli with a rare autoimmune disorder is confined to a special experimental clinic for his treatment. He soon begins experiencing supernatural forces, turning the supposedly safe facility into a haunted prison for him and his fellow patients.",2019-10-18,10.915
802,11595,Another 48 Hrs.,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the Ice Man. Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.",1990-06-08,11.576
803,10349,The Dark Half,"Thad Beaumont is the author of a highly successful series of violent pulp thrillers written under the pseudonym of ‘George Stark’, but when he decides to ‘kill-off’ his alter-ego in a mock ceremony, it precipitates a string of sadistic murders matching those in his pulp novels, which are soon discovered to be the work of Stark himself. Looking like a maniacal version of his counterpart, Stark is not so willing to quit the writing game – even if it means coming after Thad's wife and their baby.",1993-04-23,10.228
804,22821,The Boondock Saints II: All Saints Day,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",2009-11-24,9.808
805,39345,Casper Meets Wendy,"When a warlock threatens Wendy the Good Little Witch, she and her aunts hide out at a resort where Casper the Ghost is vacationing with his uncles. Although Casper and Wendy are told ghosts and witches don't get along, the two are kindred spirits! This spooky family-friendly adventure finds Casper and Wendy bridging the ghost-witch divide to battle the warlock who is intent on destroying Wendy.",1998-09-10,7.7
806,253626,Good Kill,"In the shadowy world of drone warfare, combat unfolds like a video game–only with real lives at stake. After six tours of duty, Air Force pilot Tom Egan now fights the Taliban from an air-conditioned bunker in the Nevada desert. But as he yearns to get back in the cockpit of a real plane and becomes increasingly troubled by the collateral damage he causes each time he pushes a button, Egan’s nerves—and his relationship with his wife—begin to unravel.",2015-04-09,5.54
807,9091,Sudden Death,When a man's daughter is suddenly taken during a championship hockey game – with the captors demanding a billion dollars by game's end – he frantically sets a plan in motion to rescue her and abort an impending explosion before the final buzzer.,1995-10-27,11.05
